192820,"Alamelu Radhakrishnan","","","","Female","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:24"
198985,"Jennifer Rabon","","","","Female","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:25"
195299,"Anita Rachal","","","","Female","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:25"
202112,"Deanna Radford","","","","Female","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:26"
202035,"Selma Dögg Ragnarsdóttir","","","","Female","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:26"
203304,"Laine Racher","","","","Female","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:27"
202342,"Katie Racki","","","","Female","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:27"
205341,"Samantha Rabesa","","","","Female","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:28"
205079,"Nan Rados","","","","Female","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:28"
208409,"ANGELA RADICE","","","","Female","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:29"
206485,"Barbara Radebaugh","","","","Female","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:29"
24129,"Alexandra Rains","","","","Female","26",62,115,370,726,275,1863,282,84,1683,145,115,205,185,25,"I eat quality foods but don't measure the amount|","I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|","I played youth or high school level sports|","I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|","I usually only do 1 workout a day|I typically rest 4 or more days per month|","2-4 years|","2015-03-06 14:24:30"
11869,"Kendra Rakdham","","","","Female","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","2015-03-06 14:24:30"
26997,"Jolene Raison","","","","Female","40",64,70,NA,NA,NA,NA,NA,NA,NA,77,55,209,154,0,"I eat quality foods but don't measure the amount|","I workout mostly at a CrossFit Affiliate|","I have no athletic background besides CrossFit|","I began CrossFit with a coach (e.g. at an affiliate)|","I usually only do 1 workout a day|","1-2 years|","2015-03-06 14:24:31"
